Year-Week,Year,Week,Date,Belgium,Bulgaria,Czechia,Denmark,Germany,Estonia,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,Iceland,Liechtenstein,Norway,Switzerland,United Kingdom,Montenegro,Albania,Serbia,Andorra,Armenia,Georgia
2017-W27,2017,27,26/06/2017,"1,901","2,010","1,953",905,"16,424",290,"2,542","7,156","10,821",973,"11,170",112,457,668,71,"2,143",62,"2,697","1,413","6,703","1,796","4,381",369,915,931,"1,549",47,2,756,"1,158","10,534",119,390,"1,658",2,455,828
2017-W28,2017,28,03/07/2017,"1,847","1,923","1,886",941,"15,603",249,"2,418","7,214","10,334","1,010","11,642",132,533,711,85,"2,288",42,"2,519","1,346","6,814","1,806","4,382",328,900,921,"1,525",35,4,694,"1,087","10,605",117,452,"1,822",3,489,800
2017-W29,2017,29,10/07/2017,"1,827","1,797","1,972",931,"16,589",242,"2,090","7,259","10,529",979,"11,117",94,516,697,76,"2,271",54,"2,678","1,475","7,190","1,790","4,529",354,969,926,"1,512",46,2,749,"1,151","10,381",103,376,"1,763",5,448,831
2017-W30,2017,30,17/07/2017,"1,897","1,916","1,770",925,"16,058",296,"2,143","7,110","10,410",863,"11,091",101,482,741,83,"2,140",62,"2,571","1,375","6,997","1,799","4,403",328,948,939,"1,484",40,4,728,"1,121","10,107",120,369,"1,678",5,490,788
2017-W31,2017,31,24/07/2017,"1,808","1,946","2,077",934,"16,494",272,"2,307","7,596","10,672","1,106","13,013",93,468,647,66,"2,657",77,"2,510","1,616","7,559","1,759","5,085",347,"1,064",925,"1,536",31,4,691,"1,200","10,212",128,421,"1,879",4,497,850
2017-W32,2017,32,31/07/2017,"1,826","2,062","1,959",932,"15,784",304,"2,726","7,186","10,133","1,022","13,993",105,460,707,59,"2,292",74,"2,657","1,334","6,902","1,739","4,885",319,990,954,"1,552",38,4,742,"1,099","10,243",149,504,"1,914",2,541,852
2017-W33,2017,33,07/08/2017,"1,784","1,772","1,861",906,"16,148",260,"2,288","7,118","10,326",850,"11,673",84,501,680,67,"2,147",58,"2,539","1,380","6,858","1,781","4,355",354,958,945,"1,545",40,3,704,"1,128","10,535",119,437,"1,729",4,521,785
2017-W34,2017,34,14/08/2017,"1,951","1,763","1,939",953,"15,880",270,"2,052","7,219","10,644",876,"10,922",90,476,595,71,"2,155",59,"2,543","1,472","6,596","1,960","4,271",350,918,901,"1,527",44,6,739,"1,207","10,662",103,344,"1,684",6,462,722
2017-W35,2017,35,21/08/2017,"1,924","1,805","1,848",951,"16,064",305,"2,076","7,013","10,558",917,"11,110",96,508,728,76,"2,239",56,"2,576","1,329","6,973","1,711","4,405",380,931,952,"1,568",40,2,730,"1,164","9,340",92,327,"1,766",5,395,753
2017-W36,2017,36,28/08/2017,"1,883","1,766","1,920",918,"15,706",259,"1,976","6,680","10,021",875,"10,542",81,471,688,75,"2,186",55,"2,573","1,318","6,978","1,783","4,301",339,953,"1,001","1,596",36,3,708,"1,153","10,748",102,348,"1,598",3,402,754
2017-W37,2017,37,04/09/2017,"1,823","1,944","1,991",991,"16,146",265,"2,100","6,730","10,611",862,"10,787",106,552,679,78,"2,290",58,"2,705","1,426","7,192","1,801","4,494",340,951,"1,042","1,590",45,3,704,"1,190","10,652",103,331,"1,689",9,418,726
2017-W38,2017,38,11/09/2017,"1,908","1,701","2,058",979,"16,505",267,"1,980","7,091","11,341",918,"10,976",74,535,714,79,"2,312",40,"2,717","1,407","7,257","1,793","4,301",364,977,938,"1,562",35,3,697,"1,265","10,845",100,369,"1,677",4,384,795
2017-W39,2017,39,18/09/2017,"1,963","1,710","2,125",983,"16,747",271,"1,926","7,367","11,476",969,"11,456",113,534,723,88,"2,351",49,"2,672","1,496","7,516","1,945","4,366",374,"1,023",970,"1,532",47,6,713,"1,243","10,997",141,351,"1,773",5,432,734
2017-W40,2017,40,25/09/2017,"1,955","1,934","2,235",978,"16,664",273,"2,076","7,388","11,220",965,"11,562",96,569,768,78,"2,428",55,"2,645","1,481","8,025","1,983","4,981",398,"1,039","1,032","1,708",35,7,733,"1,295","11,065",114,375,"1,885",7,417,820
2017-W41,2017,41,02/10/2017,"2,059","1,958","2,156",985,"17,470",269,"2,185","7,234","11,350",994,"12,010",111,528,742,94,"2,496",63,"2,765","1,529","7,798","1,877","4,942",370,"1,036",963,"1,695",45,8,764,"1,268","11,319",100,359,"1,898",4,496,884
2017-W42,2017,42,09/10/2017,"2,007","2,067","2,029",970,"17,139",285,"2,230","7,392","11,080",939,"11,902",104,525,773,80,"2,357",61,"2,710","1,453","7,616","2,004","4,952",376,"1,004","1,028","1,648",47,7,693,"1,210","11,361",103,386,"1,962",5,486,917
2017-W43,2017,43,16/10/2017,"1,913","2,061","2,101",934,"17,059",291,"2,157","7,308","11,201",945,"11,929",98,534,777,84,"2,338",52,"2,678","1,489","7,545","1,932","4,895",350,919,"1,023","1,644",38,5,793,"1,214","11,131",120,382,"1,890",4,500,927
2017-W44,2017,44,23/10/2017,"1,892","2,063","2,053",976,"16,762",324,"2,214","7,511","11,247","1,000","11,761",100,543,788,84,"2,397",75,"2,729","1,551","7,594","1,918","5,061",385,984,"1,031","1,757",39,4,746,"1,153","11,337",108,428,"1,831",9,529,921
2017-W45,2017,45,30/10/2017,"1,939","2,014","2,040",956,"17,371",262,"2,310","7,632","11,535",977,"12,238",94,500,732,77,"2,324",55,"2,801","1,490","7,352","1,910","4,987",380,990,981,"1,608",37,6,704,"1,312","11,727",109,428,"1,914",5,540,890
2017-W46,2017,46,06/11/2017,"2,078","2,112","2,057","1,070","17,594",299,"2,266","8,063","11,653",985,"12,478",119,572,784,75,"2,423",78,"2,920","1,505","7,504","2,161","4,999",393,998,969,"1,753",51,2,760,"1,251","11,745",115,351,"1,928",3,509,887
2017-W47,2017,47,13/11/2017,"2,114","2,072","2,071","1,011","17,676",267,"2,319","8,169","11,840",940,"12,418",101,560,770,96,"2,503",60,"2,919","1,570","7,784","2,168","4,991",391,997,995,"1,700",47,6,791,"1,318","12,074",125,414,"1,783",10,492,914
2017-W48,2017,48,20/11/2017,"2,080","2,062","2,116","1,027","17,877",324,"2,336","8,257","12,013","1,020","12,555",101,555,721,70,"2,437",68,"2,891","1,531","7,573","2,193","5,014",362,"1,015",985,"1,740",47,2,770,"1,396","12,017",124,407,"1,894",6,535,950
2017-W49,2017,49,27/11/2017,"2,276","2,021","2,102","1,067","18,295",294,"2,278","8,620","12,278","1,038","13,051",135,552,790,97,"2,655",76,"3,024","1,632","7,802","2,465","5,027",399,971,"1,014","1,765",43,9,832,"1,390","12,319",133,450,"1,950",7,544,883
2017-W50,2017,50,04/12/2017,"2,325","2,109","2,187","1,102","18,504",264,"2,455","9,262","12,832","1,028","13,501",111,578,693,78,"2,580",76,"3,213","1,554","7,948","2,455","5,249",390,"1,003","1,050","1,797",36,4,844,"1,357","12,892",142,430,"1,942",8,546,981
2017-W51,2017,51,11/12/2017,"2,272","2,041","2,119","1,058","18,500",301,"2,367","9,628","12,936",989,"13,467",119,594,781,85,"2,605",78,"3,078","1,653","8,011","2,510","5,176",397,"1,051","1,101","1,815",44,7,897,"1,456","14,280",133,400,"1,964",6,546,968
2017-W52,2017,52,18/12/2017,"2,350","2,252","2,201","1,134","18,652",310,"2,496","10,412","13,709","1,093","14,956",113,566,800,96,"2,628",92,"3,191","1,646","8,439","2,747","5,237",422,"1,082","1,107","1,929",37,9,891,"1,375","9,881",121,545,"1,908",8,552,928
2018-W01,2018,01,01/01/2018,"2,382","2,274","2,143","1,134","19,342",328,"2,533","11,204","14,389","1,128","16,245",127,567,826,85,"2,595",108,"3,344","1,767","8,372","2,851","5,333",401,"1,094","1,072","1,998",62,4,938,"1,561","14,668",155,510,"2,005",11,171,"1,036"
2018-W02,2018,02,08/01/2018,"2,317","2,166","2,126","1,136","18,770",319,"2,453","10,905","13,866","1,165","15,947",120,555,788,100,"2,546",74,"3,363","1,842","8,078","2,803","5,201",411,"1,150","1,091","1,941",47,4,872,"1,541","17,381",127,482,"1,984",8,836,910
2018-W03,2018,03,15/01/2018,"2,336","2,374","2,230","1,156","19,187",290,"2,345","10,981","13,429","1,203","15,234",103,598,879,84,"2,675",86,"3,365","1,786","8,639","2,805","5,500",398,"1,198","1,082","1,945",41,10,945,"1,494","16,313",153,491,"2,201",7,613,971
2018-W04,2018,04,22/01/2018,"2,253","2,362","2,190","1,119","19,171",338,"2,548","10,324","12,695","1,137","14,698",131,606,862,85,"2,655",82,"3,323","1,714","8,793","2,693","5,490",425,"1,095","1,130","1,928",50,6,857,"1,397","15,928",119,472,"2,110",10,592,971
2018-W05,2018,05,29/01/2018,"2,355","2,564","2,216","1,157","19,558",333,"2,605","9,893","12,409","1,146","14,551",139,587,911,96,"2,731",77,"3,405","1,870","8,987","2,619","5,808",457,"1,205","1,186","1,854",47,3,881,"1,397","15,059",136,512,"2,320",9,542,964
2018-W06,2018,06,05/02/2018,"2,353","2,454","2,404","1,186","20,086",343,"2,557","10,015","12,950","1,154","13,844",164,568,957,115,"2,833",85,"3,514","1,938","9,088","2,783","5,668",419,"1,159","1,110","1,983",46,6,904,"1,441","14,078",115,456,"2,404",9,592,948
2018-W07,2018,07,12/02/2018,"2,565","2,381","2,602","1,265","21,254",347,"2,469","10,105","12,894","1,157","14,034",110,589,947,111,"3,037",99,"3,661","1,881","9,128","2,815","5,838",490,"1,140","1,143","2,024",44,4,927,"1,458","13,891",131,533,"2,502",8,566,993
2018-W08,2018,08,19/02/2018,"2,628","2,235","2,754","1,260","22,888",389,"2,493","9,656","13,383","1,134","14,026",151,671,965,112,"3,161",107,"3,692","1,951","9,333","2,777","5,859",476,"1,292","1,173","2,116",57,7,917,"1,478","13,725",150,488,"2,416",3,562,941
2018-W09,2018,09,26/02/2018,"3,002","2,468","2,819","1,323","25,535",391,"2,610","9,599","14,473","1,225","14,406",141,707,964,111,"3,237",90,"3,936","2,021","9,864","2,656","6,111",512,"1,353","1,248","2,187",50,4,907,"1,636","12,156",158,527,"2,483",7,500,918
2018-W10,2018,10,05/03/2018,"3,016","2,384","2,994","1,337","26,777",391,"2,532","9,203","14,595","1,266","14,197",129,699,903,135,"3,218",91,"4,096","1,965","10,094","2,387","6,152",465,"1,357","1,223","2,204",43,10,950,"1,532","14,836",144,478,"2,342",8,404,912
2018-W11,2018,11,12/03/2018,"2,724","2,238","2,782","1,253","24,385",384,"2,415","8,862","13,387","1,165","13,306",106,664,858,85,"3,016",77,"3,733","1,946","9,472","2,371","5,734",479,"1,165","1,251","2,089",37,6,867,"1,482","14,335",126,495,"2,180",7,658,"1,008"
2018-W12,2018,12,19/03/2018,"2,594","2,162","2,607","1,286","22,777",361,"2,330","8,616","12,932","1,072","12,417",124,706,802,94,"2,878",76,"3,435","1,641","9,061","2,234","5,427",443,"1,111","1,216","1,997",36,12,905,"1,380","13,364",126,492,"2,103",10,493,"1,009"
2018-W13,2018,13,26/03/2018,"2,460","2,060","2,383","1,186","20,906",326,"2,365","8,628","12,718","1,061","12,793",109,687,800,70,"2,774",56,"3,225","1,766","8,689","2,356","5,465",431,"1,128","1,154","1,948",55,6,807,"1,348","11,282",135,427,"2,064",5,508,884
2018-W14,2018,14,02/04/2018,"2,203","2,076","2,262","1,138","20,038",337,"2,341","8,414","12,263","1,065","12,404",124,648,856,75,"2,622",79,"3,041","1,617","8,571","2,354","5,300",421,"1,051","1,243","1,988",55,7,820,"1,339","12,247",151,447,"2,064",5,457,913
2018-W15,2018,15,09/04/2018,"2,175","2,062","2,257","1,164","19,165",319,"2,349","8,335","11,930","1,007","12,140",123,606,790,80,"2,576",63,"2,862","1,560","8,216","2,276","5,236",390,"1,070","1,096","1,782",51,5,827,"1,300","13,810",127,394,"1,951",10,465,966
2018-W16,2018,16,16/04/2018,"2,044","1,992","2,061","1,052","17,992",318,"2,319","8,112","11,822",947,"11,917",120,582,785,83,"2,336",68,"2,760","1,557","7,748","2,197","4,774",390,944,"1,110","1,687",45,5,778,"1,229","12,619",100,447,"1,775",3,509,870
2018-W17,2018,17,23/04/2018,"1,953","2,073","2,090","1,008","17,093",276,"2,175","7,735","11,061","1,028","11,742",120,517,701,64,"2,300",68,"2,665","1,383","7,584","2,117","4,868",400,906,"1,027","1,639",41,3,781,"1,147","11,567",125,425,"1,814",3,504,959
2018-W18,2018,18,30/04/2018,"1,867","1,936","2,022","1,010","16,789",269,"2,226","7,359","10,915",878,"11,060",117,502,739,67,"2,294",73,"2,645","1,434","7,373","2,012","4,675",345,963,"1,023","1,661",32,7,756,"1,226","11,507",130,410,"1,814",1,484,929
2018-W19,2018,19,07/05/2018,"1,980","1,887","1,958","1,025","17,226",268,"1,980","7,595","10,577",935,"11,030",99,554,777,77,"2,160",68,"2,644","1,372","7,311","1,970","4,540",367,952,980,"1,572",43,1,738,"1,200","9,795",127,338,"1,717",3,503,872
2018-W20,2018,20,14/05/2018,"1,860","1,920","1,962","1,012","16,488",300,"2,112","7,511","10,678",919,"10,857",90,526,726,75,"2,154",71,"2,608","1,342","7,061","2,066","4,637",348,"1,004",973,"1,486",38,5,714,"1,117","11,350",102,384,"1,761",7,481,926
2018-W21,2018,21,21/05/2018,"1,951","1,895","2,013",953,"16,513",281,"2,021","7,527","11,024",930,"11,329",111,527,708,84,"2,352",72,"2,674","1,383","7,309","1,982","4,676",353,986,910,"1,460",51,2,692,"1,223","10,937",109,378,"1,752",5,449,836
2018-W22,2018,22,28/05/2018,"1,953","1,918","1,995",977,"17,039",266,"2,223","7,306","10,738",950,"11,317",95,537,730,53,"2,393",69,"2,775","1,415","7,695","1,883","4,861",366,985,926,"1,481",50,6,757,"1,159","9,370",111,388,"1,797",4,416,805
2018-W23,2018,23,04/06/2018,"1,811","1,952","2,038","1,009","16,714",262,"2,302","7,109","10,372",917,"10,996",90,452,622,89,"2,228",64,"2,676","1,433","7,177","1,977","4,656",360,922,946,"1,513",54,4,713,"1,178","11,234",110,381,"1,795",5,483,860
2018-W24,2018,24,11/06/2018,"1,734","1,771","1,863",941,"15,582",282,"2,188","7,154","10,246",901,"11,091",85,455,688,74,"2,243",75,"2,556","1,392","7,035","1,928","4,658",338,955,922,"1,441",35,2,671,"1,119","10,496",116,351,"1,721",9,471,856
2018-W25,2018,25,18/06/2018,"1,779","1,777","1,964",958,"15,843",277,"2,080","7,713","10,454",845,"11,003",109,491,662,57,"2,188",59,"2,600","1,401","7,068","2,104","4,403",354,891,954,"1,500",36,7,703,"1,127","10,489",102,378,"1,629",6,443,837
2018-W26,2018,26,25/06/2018,"1,950","1,795","1,940",915,"16,569",261,"2,045","7,698","11,136",884,"10,550",93,495,648,77,"2,140",64,"2,621","1,414","7,002","1,936","4,194",317,922,948,"1,633",52,7,741,"1,181","10,490",126,351,"1,711",7,430,951
2018-W27,2018,27,02/07/2018,"2,080","1,896","1,979","1,007","16,622",230,"2,361","7,305","11,011",985,"11,146",96,492,623,77,"2,225",62,"2,731","1,441","7,353","1,765","4,591",322,946,958,"1,588",40,2,776,"1,152","10,538",108,379,"1,867",4,542,917
2018-W28,2018,28,09/07/2018,"1,833","1,966","2,041",971,"16,070",280,"2,160","7,366","10,513",947,"11,117",99,534,691,63,"2,285",60,"2,675","1,404","7,160","1,771","4,699",318,970,984,"1,585",38,5,737,"1,078","10,433",107,385,"1,760",5,608,811
2018-W29,2018,29,16/07/2018,"1,988","1,975","2,039",994,"16,702",310,"2,356","7,186","10,738",911,"11,180",106,587,733,69,"2,265",69,"2,705","1,511","7,178","1,816","4,502",374,969,"1,059","1,724",33,5,721,"1,223","10,317",117,404,"1,762",4,576,817
2018-W30,2018,30,23/07/2018,"2,107","1,977","2,153","1,091","18,340",291,"2,195","7,155","11,196",916,"11,132",109,528,719,88,"2,389",65,"2,768","1,455","7,674","1,824","4,505",364,"1,080","1,046","1,642",30,8,773,"1,222","10,319",124,317,"1,705",8,405,841
2018-W31,2018,31,30/07/2018,"2,125","1,904","2,379","1,084","20,371",321,"2,231","7,731","11,002","1,044","12,305",106,592,807,100,"2,479",58,"2,761","1,615","8,007","2,250","4,708",399,"1,110","1,062","1,723",41,6,679,"1,264","10,377",120,391,"1,771",7,440,859
2018-W32,2018,32,06/08/2018,"2,000","1,909","2,118","1,029","18,478",302,"2,288","8,003","10,994","1,030","12,469",95,484,736,95,"2,419",54,"2,750","1,532","7,305","2,199","4,689",390,991,918,"1,450",45,6,705,"1,222","10,511",129,413,"1,822",5,478,753
2018-W33,2018,33,13/08/2018,"1,887","1,860","1,923","1,017","16,890",234,"2,285","7,194","10,163",956,"11,204",99,440,678,81,"2,199",59,"2,610","1,430","6,850","1,939","4,694",337,931,984,"1,505",25,4,694,"1,187","10,049",96,378,"1,819",6,437,768
2018-W34,2018,34,20/08/2018,"1,824","1,825","2,004",990,"16,612",261,"2,260","7,015","10,618",939,"11,189",109,483,694,58,"2,323",64,"2,620","1,460","6,877","1,960","4,542",381,961,943,"1,495",38,8,754,"1,145","10,159",122,363,"1,808",8,432,814
2018-W35,2018,35,27/08/2018,"1,825","1,826","1,902",935,"16,000",255,"2,178","6,927","10,363",879,"10,851",121,486,623,72,"2,254",65,"2,528","1,414","6,934","1,766","4,408",365,940,947,"1,584",36,6,715,"1,206","9,012",120,377,"1,657",7,414,773
2018-W36,2018,36,03/09/2018,"1,909","1,845","1,979",975,"16,390",278,"2,196","6,906","10,754",918,"11,008",85,521,627,88,"2,267",55,"2,611","1,376","7,189","1,837","4,349",358,999,941,"1,617",41,5,694,"1,178","10,644",124,375,"1,716",5,439,769
2018-W37,2018,37,10/09/2018,"1,811","1,844","2,014",949,"16,292",265,"2,063","6,834","10,785",929,"11,098",107,466,645,60,"2,356",67,"2,539","1,452","7,142","1,796","4,454",391,952,905,"1,516",45,6,706,"1,230","10,467",116,370,"1,725",6,435,747
2018-W38,2018,38,17/09/2018,"1,970","1,886","2,056",994,"16,651",284,"2,100","7,153","10,772",926,"11,177",108,513,658,60,"2,385",56,"2,706","1,421","7,474","1,867","4,520",382,"1,019",996,"1,645",33,3,722,"1,177","10,464",125,396,"1,819",10,349,745
2018-W39,2018,39,24/09/2018,"1,831","1,889","1,906",950,"15,969",283,"2,022","7,230","10,689",913,"10,903",98,503,682,84,"2,362",61,"2,700","1,436","7,398","1,828","4,643",342,"1,007","1,016","1,553",50,6,712,"1,212","10,408",99,363,"1,856",8,448,747
2018-W40,2018,40,01/10/2018,"1,965","2,067","2,123","1,033","16,622",273,"2,176","7,210","11,310","1,035","11,485",105,545,701,91,"2,498",60,"2,810","1,553","7,848","1,890","5,194",390,995,"1,060","1,606",42,6,702,"1,225","10,817",133,382,"2,029",8,445,829
2018-W41,2018,41,08/10/2018,"2,006","2,040","2,076",992,"16,993",301,"2,244","7,437","11,391",957,"11,614",101,501,729,90,"2,512",72,"2,762","1,509","7,567","1,935","5,048",371,"1,022","1,006","1,715",51,2,714,"1,233","11,015",123,353,"1,947",9,337,878
2018-W42,2018,42,15/10/2018,"1,957","2,134","2,014",958,"16,552",282,"2,164","7,350","11,012",959,"11,593",105,502,711,86,"2,432",51,"2,742","1,488","7,539","1,943","5,318",371,982,980,"1,542",37,3,744,"1,211","11,153",114,347,"1,887",7,537,777
2018-W43,2018,43,22/10/2018,"1,918","2,094","2,024",973,"16,608",299,"2,261","7,327","11,258","1,004","11,891",92,514,753,61,"2,409",72,"2,673","1,491","7,754","1,996","5,145",417,"1,043",997,"1,660",54,1,696,"1,233","10,848",124,435,"1,945",6,498,831
2018-W44,2018,44,29/10/2018,"1,907","2,065","2,148","1,007","16,895",282,"2,301","7,794","11,436",950,"11,551",113,538,706,83,"2,361",49,"2,816","1,561","7,765","2,043","5,140",393,955,"1,022","1,706",40,7,814,"1,272","10,832",117,398,"1,918",7,485,924
2018-W45,2018,45,05/11/2018,"2,049","2,074","2,046",992,"17,604",259,"2,232","8,012","11,712",925,"11,805",114,535,686,98,"2,362",74,"2,801","1,501","7,614","2,124","4,963",348,"1,030","1,028","1,640",39,3,776,"1,263","11,532",120,393,"1,867",3,467,968
2018-W46,2018,46,12/11/2018,"2,017","2,137","1,991",954,"16,842",284,"2,392","7,999","11,474",986,"11,811",118,521,681,70,"2,408",66,"2,760","1,556","7,590","2,093","5,082",392,994,982,"1,541",45,7,736,"1,248","11,507",125,360,"1,926",8,566,970
2018-W47,2018,47,19/11/2018,"2,060","2,163","2,141",996,"17,785",289,"2,438","7,932","11,706",981,"12,532",98,496,727,89,"2,555",55,"2,856","1,531","7,709","2,071","5,364",384,"1,021",994,"1,534",42,7,720,"1,280","11,256",132,421,"1,955",7,555,952
2018-W48,2018,48,26/11/2018,"2,107","2,212","2,095",994,"18,091",283,"2,312","7,929","11,811","1,009","12,391",120,532,741,72,"2,559",69,"2,910","1,525","7,927","2,132","5,291",406,"1,036","1,044","1,780",32,6,802,"1,321","11,357",134,449,"2,010",3,551,964
2018-W49,2018,49,03/12/2018,"2,173","2,319","2,194","1,085","18,342",316,"2,451","8,051","11,567",982,"12,739",106,572,843,69,"2,644",71,"2,973","1,656","8,094","2,150","5,457",407,"1,009","1,062","1,787",43,5,823,"1,389","11,659",128,448,"1,921",4,504,905
2018-W50,2018,50,10/12/2018,"2,233","2,343","2,136","1,044","17,943",319,"2,503","8,312","11,733","1,070","12,827",117,560,773,85,"2,677",78,"3,016","1,626","7,917","2,129","5,461",422,"1,034","1,066","1,720",41,6,759,"1,356","12,046",116,442,"1,984",5,511,972
2018-W51,2018,51,17/12/2018,"2,263","2,345","2,303","1,096","18,990",318,"2,535","8,427","12,260","1,078","13,306",126,613,770,92,"2,797",59,"3,045","1,639","8,162","2,249","5,623",427,"1,129","1,038","1,741",42,5,802,"1,322","12,611",149,447,"2,038",6,496,962
2018-W52,2018,52,24/12/2018,"2,251","2,434","2,145","1,006","17,954",329,"2,632","8,650","12,182","1,114","13,426",115,589,821,81,"2,860",100,"2,904","1,689","8,537","2,367","5,768",421,"1,014","1,195","1,758",46,2,872,"1,349","8,360",146,516,"2,082",8,537,"1,025"
2019-W01,2019,01,01/01/2019,"2,308","2,530","2,321","1,130","18,686",351,"2,706","9,127","13,084","1,154","14,168",133,586,842,98,"3,054",99,"3,064","1,648","8,668","2,621","5,784",469,"1,105","1,214","1,943",39,5,872,"1,341","12,387",141,507,"2,217",5,114,"1,228"
2019-W02,2019,02,07/01/2019,"2,347","2,694","2,290","1,155","19,170",338,"3,105","10,025","13,610","1,220","14,863",159,669,878,82,"3,090",87,"3,261","1,710","8,586","2,884","6,136",488,"1,094","1,125","1,820",41,3,828,"1,389","14,442",152,563,"2,227",6,497,"1,153"
2019-W03,2019,03,14/01/2019,"2,312","2,754","2,311","1,118","19,163",383,"3,039","10,476","13,497","1,238","15,325",155,669,910,81,"3,037",116,"3,153","1,642","8,700","2,985","6,256",481,"1,176","1,171","1,839",40,2,811,"1,358","13,512",142,529,"2,147",4,577,"1,117"
2019-W04,2019,04,21/01/2019,"2,395","2,849","2,365","1,085","19,505",324,"2,860","10,141","13,931","1,319","15,360",158,612,982,83,"3,234",105,"3,180","1,714","8,798","3,021","6,259",477,"1,135","1,134","1,828",37,5,835,"1,403","13,247",171,555,"2,286",8,597,"1,022"
2019-W05,2019,05,28/01/2019,"2,421","2,574","2,497","1,209","19,812",325,"2,893","9,964","14,199","1,286","15,807",154,636,895,101,"3,384",102,"3,144","1,733","9,362","2,899","6,215",515,"1,224","1,141","1,812",43,4,889,"1,439","12,767",169,525,"2,515",11,580,"1,064"
2019-W06,2019,06,04/02/2019,"2,544","2,245","2,445","1,250","19,981",325,"2,772","9,686","14,313","1,133","15,228",160,619,854,106,"3,263",87,"3,186","1,797","9,269","2,779","5,734",507,"1,339","1,170","1,882",36,5,843,"1,481","13,186",142,524,"2,428",5,555,963
2019-W07,2019,07,11/02/2019,"2,409","2,300","2,509","1,176","20,150",317,"2,563","9,363","13,843","1,126","15,072",141,599,800,112,"3,034",78,"3,253","1,820","9,241","2,711","5,497",474,"1,252","1,089","1,764",47,7,914,"1,555","13,319",140,434,"2,371",8,557,910
2019-W08,2019,08,18/02/2019,"2,418","2,263","2,496","1,110","20,349",322,"2,660","9,216","13,735","1,093","14,674",137,596,831,89,"2,888",88,"3,223","1,752","8,717","2,546","5,344",480,"1,254","1,058","1,820",41,8,828,"1,527","12,845",170,520,"2,359",9,567,983
2019-W09,2019,09,25/02/2019,"2,428","2,273","2,313","1,090","20,790",331,"2,769","8,920","13,363","1,031","14,605",140,572,783,90,"2,909",107,"3,066","1,767","8,620","2,441","5,508",471,"1,208","1,069","1,772",47,5,820,"1,527","12,451",129,500,"2,333",6,548,981
2019-W10,2019,10,04/03/2019,"2,389","2,167","2,383","1,051","20,453",305,"2,519","8,595","12,709","1,130","13,827",130,575,783,83,"2,713",88,"3,173","1,812","8,388","2,329","5,498",411,"1,200","1,084","1,690",47,3,833,"1,452","12,367",149,484,"2,111",3,506,954
2019-W11,2019,11,11/03/2019,"2,335","2,123","2,262","1,063","19,795",294,"2,470","8,205","11,976","1,018","13,344",135,533,754,78,"2,733",72,"3,228","1,792","8,183","2,258","5,445",457,"1,110","1,154","1,829",57,6,836,"1,379","11,978",121,428,"2,057",7,590,919
2019-W12,2019,12,18/03/2019,"2,167","2,150","2,198","1,039","19,016",300,"2,391","8,027","11,813",970,"12,655",115,557,780,83,"2,469",87,"3,043","1,621","8,025","2,199","5,359",426,"1,068","1,047","1,632",37,6,805,"1,351","11,759",116,427,"2,015",4,571,947
2019-W13,2019,13,25/03/2019,"2,063","2,080","2,124","1,022","18,562",296,"2,332","8,171","11,580",987,"12,486",125,562,678,92,"2,411",75,"3,014","1,653","7,795","2,135","4,922",381,"1,025","1,071","1,665",48,4,790,"1,322","11,245",114,432,"1,910",2,567,931
2019-W14,2019,14,01/04/2019,"2,183","2,112","2,131","1,085","18,671",257,"2,413","8,087","11,725","1,032","12,714",115,523,726,77,"2,414",75,"2,900","1,607","7,783","2,097","5,186",412,986,"1,032","1,698",38,3,782,"1,382","11,406",117,407,"1,967",8,497,939
2019-W15,2019,15,08/04/2019,"1,969","2,092","2,145","1,018","17,852",290,"2,312","8,055","11,254",958,"12,107",112,552,723,70,"2,393",68,"2,901","1,557","7,699","2,132","5,094",344,"1,073","1,058","1,612",42,7,757,"1,222","11,622",120,375,"1,974",7,530,960
2019-W16,2019,16,15/04/2019,"2,095","2,035","2,094","1,046","18,089",299,"2,220","7,801","11,548",914,"12,167",125,509,709,78,"2,327",75,"3,040","1,559","7,730","2,096","4,783",402,984,"1,023","1,736",47,9,761,"1,308","10,220",139,388,"1,907",8,491,938
2019-W17,2019,17,22/04/2019,"2,046","2,051","2,103","1,015","17,894",286,"2,403","7,759","11,500","1,033","11,895",126,564,773,82,"2,442",64,"2,959","1,521","8,082","2,084","4,860",388,"1,065","1,000","1,698",53,6,800,"1,233","11,424",123,394,"1,960",2,453,992
2019-W18,2019,18,29/04/2019,"2,011","1,981","2,051","1,067","17,090",301,"2,360","7,744","11,096",947,"11,522",135,455,714,81,"2,316",72,"2,808","1,464","7,485","2,081","5,023",367,979,"1,090","1,613",45,5,773,"1,256","12,665",136,423,"1,841",4,482,960
2019-W19,2019,19,06/05/2019,"2,034","2,120","2,093","1,028","17,118",274,"2,323","7,731","11,269",958,"11,699",101,545,691,66,"2,283",70,"2,774","1,456","7,502","1,988","4,696",358,955,971,"1,643",44,2,772,"1,266","10,341",110,403,"1,837",3,503,930
2019-W20,2019,20,13/05/2019,"2,034","1,980","2,025",974,"17,315",313,"2,268","7,536","11,195",943,"11,552",110,501,707,77,"2,208",63,"2,821","1,558","7,435","1,931","4,787",393,943,992,"1,557",46,7,732,"1,218","11,681",109,367,"1,854",5,578,894
