Year-Week,Year,Week,Date,Belgium,Bulgaria,Czechia,Denmark,Germany,Estonia,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,Iceland,Liechtenstein,Norway,Switzerland,United Kingdom,Montenegro,Albania,Serbia,Andorra,Armenia,Georgia
2019-W21,2019,21,20/05/2019,"1,995","2,001","1,995",970,"17,080",303,"2,210","7,436","11,053",952,"11,619",128,533,788,82,"2,283",50,"2,873","1,499","7,586","1,919","4,770",395,922,926,"1,486",36,8,741,"1,271","11,616",117,379,"1,918",5,514,874
2019-W22,2019,22,27/05/2019,"1,933","1,967","2,093",983,"16,921",276,"2,281","7,618","10,700",893,"11,350",138,490,708,80,"2,196",73,"2,733","1,496","7,445","1,948","4,635",344,924,919,"1,541",38,1,730,"1,245","9,502",91,377,"1,864",4,483,909
2019-W23,2019,23,03/06/2019,"1,966","1,931","2,020",991,"17,491",296,"2,285","7,508","10,595","1,024","12,261",92,498,788,71,"2,288",53,"2,737","1,525","7,966","1,841","4,660",313,929,"1,049","1,544",45,7,707,"1,251","11,426",121,383,"1,945",7,486,901
2019-W24,2019,24,10/06/2019,"1,847","1,992","2,145",969,"16,484",257,"2,546","7,016","10,574","1,040","11,982",101,488,763,67,"2,623",74,"2,649","1,558","8,240","1,873","4,937",345,"1,086",933,"1,444",42,7,737,"1,171","10,729",134,443,"1,977",6,441,853
2019-W25,2019,25,17/06/2019,"1,913","2,027","1,980","1,015","16,639",281,"2,376","7,404","10,757",909,"11,375",116,505,660,63,"2,217",63,"2,696","1,427","7,183","1,916","4,919",367,996,962,"1,526",39,1,724,"1,210","10,779",126,419,"1,814",4,462,847
2019-W26,2019,26,24/06/2019,"1,980","1,910","2,067","1,002","17,918",279,"2,419","7,570","11,403",960,"12,667",97,469,746,92,"2,247",72,"2,836","1,459","7,352","1,919","4,671",331,924,895,"1,512",60,5,767,"1,243","10,788",131,391,"1,799",5,497,832
2019-W27,2019,27,01/07/2019,"1,935","1,953","2,046",935,"16,552",263,"2,377","8,050","11,000",930,"12,324",120,483,677,71,"2,242",55,"2,726","1,508","7,074","1,882","4,834",349,910,947,"1,537",40,8,736,"1,258","10,296",117,428,"1,850",9,361,765
2019-W28,2019,28,08/07/2019,"1,788","1,820","1,956",953,"16,319",278,"2,258","7,463","10,556",870,"11,617",134,493,671,86,"2,065",68,"2,763","1,338","7,113","1,898","4,338",327,876,982,"1,558",42,5,735,"1,225","10,475",112,382,"1,703",6,499,807
2019-W29,2019,29,15/07/2019,"1,882","1,867","2,034",977,"16,856",286,"2,097","7,301","10,606",933,"11,019",94,535,681,70,"2,292",50,"2,585","1,430","7,439","1,821","4,424",351,947,962,"1,482",30,4,742,"1,206","10,303",112,370,"1,766",6,473,768
2019-W30,2019,30,22/07/2019,"2,318","1,961","2,171",967,"19,630",314,"2,337","7,464","11,624",985,"12,024",75,492,727,72,"2,471",65,"3,009","1,558","7,660","1,841","4,728",407,"1,025","1,021","1,514",56,0,721,"1,260","10,385",123,403,"1,858",9,464,763
2019-W31,2019,31,29/07/2019,"1,916","1,856","2,010",962,"17,034",256,"2,386","7,136","10,371",865,"10,974",104,456,611,72,"2,170",68,"2,733","1,459","7,268","1,843","4,473",364,941,921,"1,491",33,7,729,"1,139","10,526",107,367,"1,711",3,473,873
2019-W32,2019,32,05/08/2019,"1,766","1,896","2,027",936,"16,540",269,"2,391","7,317","10,592",892,"11,395",124,448,665,82,"2,215",72,"2,630","1,406","7,186","1,838","4,425",380,941,958,"1,548",36,7,706,"1,138","10,374",112,395,"1,751",4,443,738
2019-W33,2019,33,12/08/2019,"1,777","1,920","2,026",931,"15,934",323,"2,361","7,128","10,237",884,"11,256",90,484,661,79,"2,218",56,"2,612","1,408","6,955","1,769","4,485",345,858,922,"1,486",37,6,733,"1,142","10,358",129,453,"1,767",4,430,789
2019-W34,2019,34,19/08/2019,"1,859","1,934","2,011","1,006","16,263",251,"2,264","6,920","10,607",928,"11,046",114,453,680,65,"2,235",46,"2,618","1,454","7,040","1,938","4,645",385,963,990,"1,542",53,3,678,"1,252","10,250",121,364,"1,769",6,482,803
2019-W35,2019,35,26/08/2019,"2,006","1,861","2,151",996,"17,637",271,"2,356","6,898","11,073",939,"10,908",118,473,715,77,"2,373",62,"2,786","1,501","7,845","1,880","4,517",340,"1,032",966,"1,642",36,2,779,"1,147","9,443",119,359,"1,770",2,450,745
2019-W36,2019,36,02/09/2019,"1,838","1,737","1,922",983,"15,988",261,"2,122","6,904","10,363",831,"10,448",108,456,662,73,"2,199",74,"2,556","1,426","6,957","1,933","4,227",333,894,985,"1,441",34,4,714,"1,172","10,894",124,379,"1,580",3,374,687
2019-W37,2019,37,09/09/2019,"1,833","1,751","1,944",966,"16,303",254,"2,084","6,939","10,796",893,"11,025",112,505,635,78,"2,154",60,"2,644","1,410","6,970","1,808","4,319",388,936,990,"1,559",33,3,707,"1,252","10,860",122,321,"1,624",6,391,734
2019-W38,2019,38,16/09/2019,"1,923","1,789","2,030","1,007","16,500",277,"2,110","6,996","11,144",875,"10,907",88,463,641,72,"2,241",53,"2,582","1,454","7,391","1,899","4,327",342,943,"1,005","1,540",45,8,755,"1,296","10,751",112,363,"1,679",4,426,778
2019-W39,2019,39,23/09/2019,"1,906","1,827","2,157","1,016","17,402",282,"2,087","7,027","10,779",944,"10,986",100,562,708,85,"2,494",48,"2,753","1,577","7,985","1,822","4,699",366,976,"1,043","1,648",53,4,820,"1,237","10,930",106,369,"1,885",9,494,798
2019-W40,2019,40,30/09/2019,"2,048","1,888","2,153",972,"16,899",305,"2,158","6,978","11,191",921,"10,953",113,534,714,83,"2,442",63,"2,717","1,557","7,689","1,901","4,826",379,980,"1,046","1,638",56,3,712,"1,234","11,087",121,367,"1,791",2,442,831
2019-W41,2019,41,07/10/2019,"1,951","1,888","2,197","1,033","17,666",257,"2,070","7,312","11,362",975,"11,441",118,532,678,87,"2,382",47,"2,912","1,592","7,819","1,860","4,757",387,943,"1,086","1,654",48,6,788,"1,278","11,370",127,365,"1,878",6,464,813
2019-W42,2019,42,14/10/2019,"1,961","1,970","2,099",998,"17,713",286,"2,123","7,314","11,419",942,"11,515",104,511,732,62,"2,394",63,"2,880","1,497","7,803","1,909","4,772",383,"1,020","1,048","1,622",38,5,784,"1,298","11,594",119,362,"1,902",6,417,820
2019-W43,2019,43,21/10/2019,"2,065","1,911","2,139","1,026","17,327",296,"2,170","7,543","11,452",919,"11,769",100,511,661,83,"2,355",68,"2,869","1,545","7,628","2,131","4,720",369,941,"1,081","1,724",38,5,794,"1,307","11,381",106,403,"1,873",8,449,785
2019-W44,2019,44,28/10/2019,"1,935","2,040","2,066",954,"17,488",293,"2,283","7,698","11,648",940,"11,234",106,509,671,103,"2,297",51,"2,857","1,536","7,637","2,134","4,745",333,"1,001","1,098","1,638",50,5,775,"1,224","11,534",113,402,"1,873",6,455,863
2019-W45,2019,45,04/11/2019,"2,001","2,194","2,110","1,046","17,859",271,"2,303","7,677","11,819",966,"11,740",95,486,720,90,"2,443",63,"3,016","1,556","7,602","2,097","4,906",385,989,996,"1,698",38,5,785,"1,264","12,142",134,400,"1,904",3,516,927
2019-W46,2019,46,11/11/2019,"2,014","2,027","2,231","1,037","18,242",288,"2,216","8,036","11,992",999,"12,125",118,481,657,102,"2,359",66,"3,063","1,559","7,551","2,148","4,608",404,"1,003","1,011","1,674",45,9,846,"1,365","12,122",125,414,"1,902",9,506,895
2019-W47,2019,47,18/11/2019,"2,187","1,954","2,173","1,057","18,535",299,"2,216","8,217","12,372",915,"11,968",101,538,702,89,"2,301",75,"3,026","1,556","7,527","2,233","4,685",362,986,966,"1,712",51,8,784,"1,331","12,452",128,394,"1,846",8,504,929
2019-W48,2019,48,25/11/2019,"2,122","2,076","2,134","1,095","18,581",291,"2,395","8,328","12,253",915,"12,024",133,548,774,89,"2,357",76,"3,041","1,587","7,677","2,241","4,928",359,994,"1,016","1,688",58,6,780,"1,375","12,429",132,463,"1,959",7,569,941
2019-W49,2019,49,02/12/2019,"2,161","2,126","2,078","1,104","19,143",327,"2,512","8,021","12,189",989,"11,897",119,544,681,87,"2,561",58,"3,019","1,599","7,919","2,128","5,014",436,969,"1,092","1,731",45,1,851,"1,218","12,252",134,424,"1,892",9,529,912
2019-W50,2019,50,09/12/2019,"2,213","2,112","2,226","1,107","19,101",304,"2,463","8,340","12,462","1,021","12,666",121,558,726,89,"2,526",57,"3,166","1,668","7,942","2,290","5,239",444,"1,002","1,044","1,719",46,8,782,"1,367","12,826",147,428,"1,951",11,592,948
2019-W51,2019,51,16/12/2019,"2,337","2,136","2,248","1,042","19,062",305,"2,445","8,393","12,625","1,048","12,981",155,563,720,83,"2,538",73,"3,247","1,592","8,158","2,284","5,013",437,"1,053","1,093","1,826",36,5,773,"1,401","13,532",141,423,"1,913",6,510,898
2019-W52,2019,52,23/12/2019,"2,152","2,120","2,245","1,038","18,204",302,"2,459","8,333","12,437","1,024","12,398",116,597,748,95,"2,495",84,"3,022","1,637","7,949","2,313","5,079",396,"1,036","1,068","1,718",49,2,805,"1,329","8,711",106,481,"1,859",1,633,946
2020-W01,2020,01,01/01/2020,"2,243","2,111","2,305","1,117","18,903",297,"2,751","8,655","12,978","1,012","13,483",152,573,812,62,"2,609",93,"3,103","1,614","8,463","2,498","5,346",419,"1,147","1,047","1,822",57,3,862,"1,314","13,744",86,488,"2,045",,252,"1,049"
2020-W02,2020,02,06/01/2020,"2,405","2,279","2,325","1,150","19,432",331,"2,923","9,345","13,435","1,057","13,974",158,583,803,85,"2,586",93,"3,365","1,702","8,242","2,656","5,374",426,"1,109","1,069","1,891",55,3,952,"1,366","15,988",119,536,"2,108",,693,981
2020-W03,2020,03,13/01/2020,"2,328","2,185","2,244","1,071","19,189",317,"2,863","9,873","12,832","1,015","14,049",164,526,787,92,"2,582",107,"3,158","1,797","8,059","2,763","5,418",429,"1,086","1,061","1,831",52,5,836,"1,418","14,696",145,462,"2,243",,635,"1,060"
2020-W04,2020,04,20/01/2020,"2,215","2,393","2,337","1,033","18,949",300,"2,774","9,887","12,584","1,133","13,989",157,547,786,86,"2,720",88,"3,046","1,779","8,016","2,662","5,350",454,"1,107","1,040","1,730",55,8,862,"1,416","13,402",133,504,"2,304",,611,"1,026"
2020-W05,2020,05,27/01/2020,"2,374","2,439","2,364","1,094","19,827",309,"2,990","9,889","12,784","1,094","13,900",168,544,762,89,"2,800",77,"3,163","1,947","8,561","2,682","5,431",474,"1,159","1,074","1,848",39,1,815,"1,426","13,106",139,482,"2,386",,579,"1,032"
2020-W06,2020,06,03/02/2020,"2,180","2,350","2,355","1,079","19,041",276,"2,850","9,090","12,659","1,060","13,537",151,527,764,90,"2,635",90,"3,194","1,682","8,343","2,478","5,433",447,"1,101","1,115","1,728",47,8,800,"1,396","12,508",150,473,"2,259",,590,"1,002"
2020-W07,2020,07,10/02/2020,"2,324","2,310","2,391","1,059","19,664",322,"2,782","8,744","12,509","1,090","13,641",115,541,809,70,"2,750",72,"3,199","1,721","8,624","2,278","5,385",499,"1,181","1,098","1,824",49,10,859,"1,383","12,392",130,505,"2,240",,595,999
2020-W08,2020,08,17/02/2020,"2,319","2,161","2,350","1,034","18,965",334,"2,469","8,354","12,100","1,045","13,257",146,536,707,85,"2,586",73,"2,959","1,719","8,474","2,357","5,211",439,"1,088","1,091","1,777",48,6,814,"1,369","12,273",142,466,"2,195",,575,982
2020-W09,2020,09,24/02/2020,"2,262","2,183","2,360","1,025","19,507",314,"2,545","8,300","12,279","1,023","13,696",140,519,807,74,"2,782",68,"3,098","1,768","8,471","2,302","5,341",430,"1,152","1,050","1,778",43,5,838,"1,349","12,310",119,511,"2,065",,609,993
2020-W10,2020,10,02/03/2020,"2,222","2,049","2,294","1,061","19,656",293,"2,645","8,382","12,408","1,057","14,706",119,496,773,92,"2,605",70,"3,106","1,744","8,364","2,177","5,181",422,"1,131","1,106","1,826",49,6,799,"1,357","12,395",141,467,"2,030",,590,959
2020-W11,2020,11,09/03/2020,"2,255","2,075","2,295","1,066","19,901",341,"2,594","9,402","12,807","1,082","18,234",130,542,773,87,"2,577",90,"3,219","1,718","8,410","2,348","5,097",434,"1,122","1,105","1,730",42,3,826,"1,396","12,519",113,441,"1,947",,548,898
2020-W12,2020,12,16/03/2020,"2,573","2,044","2,325","1,140","19,752",312,"2,548","12,726","14,203","1,096","21,929",141,542,804,87,"2,801",104,"3,615","1,836","8,322","2,431","5,032",442,"1,187","1,122","1,865",39,5,809,"1,530","12,093",126,414,"2,039",,524,898
2020-W13,2020,13,23/03/2020,"3,217","2,082","2,297","1,112","19,719",328,"2,439","19,682","16,434","1,121","23,457",137,527,816,113,"2,591",80,"4,459","1,765","8,148","2,541","5,180",388,"1,054","1,108","2,040",42,7,855,"1,630","12,496",150,458,"2,064",,393,814
2020-W14,2020,14,30/03/2020,"4,044","2,041","2,320","1,156","20,661",312,"2,454","20,809","19,049","1,012","20,901",137,567,775,91,"2,525",75,"5,085","1,828","7,991","2,650","5,189",381,"1,081","1,110","2,383",50,7,832,"1,879","18,539",118,453,"2,083",,448,817
2020-W15,2020,15,06/04/2020,"4,311","2,030","2,244","1,143","20,523",317,"2,362","17,193","17,783",999,"18,949",109,564,803,116,"2,572",77,"4,981","1,793","7,996","2,604","5,236",423,"1,003","1,181","2,569",49,6,840,"1,647","20,905",123,459,"2,116",,496,786
2020-W16,2020,16,13/04/2020,"3,722","2,024","2,125","1,078","19,289",313,"2,268","13,158","15,656",976,"16,757",124,510,784,88,"2,509",93,"4,308","1,704","8,183","2,386","5,126",433,957,"1,094","2,525",60,1,815,"1,576","24,659",113,378,"2,031",,521,875
2020-W17,2020,17,20/04/2020,"3,057","1,981","2,036","1,086","18,563",326,"2,203","10,362","13,040",867,"14,725",117,543,786,83,"2,356",56,"3,907","1,588","7,743","2,309","5,092",391,977,"1,142","2,269",35,5,776,"1,377","24,272",101,410,"1,846",,458,845
2020-W18,2020,18,27/04/2020,"2,435","1,891","2,109","1,048","17,923",308,"2,307","8,930","11,530",909,"13,156",121,517,769,69,"2,250",74,"3,379","1,480","7,757","2,170","4,861",355,970,"1,131","2,239",44,7,752,"1,250","20,036",112,431,"1,803",,507,871
2020-W19,2020,19,04/05/2020,"2,397","1,913","1,999","1,027","17,644",316,"2,128","8,369","11,304",877,"12,604",112,453,717,87,"2,291",71,"2,987","1,520","7,581","2,168","4,817",380,"1,005","1,074","2,182",37,6,742,"1,184","14,407",95,433,"1,758",,515,862
2020-W20,2020,20,11/05/2020,"2,050","2,087","2,026",951,"17,000",292,"2,474","7,470","11,007",909,"11,976",140,582,733,80,"2,344",71,"2,777","1,489","7,558","2,053","4,870",354,979,"1,104","1,989",41,7,685,"1,153","16,368",115,425,"1,853",,559,884
2020-W21,2020,21,18/05/2020,"2,090","1,898","1,919",994,"17,166",278,"2,329","7,546","11,371",903,"11,447",184,532,715,77,"2,111",52,"2,771","1,481","7,546","2,067","4,560",404,953,957,"1,918",50,2,740,"1,190","13,826",113,403,"1,641",,564,864
2020-W22,2020,22,25/05/2020,"1,992","1,799","1,939",968,"16,769",303,"1,961","7,518","10,694",848,"10,982",108,496,745,77,"2,192",67,"2,729","1,418","7,632","2,330","4,558",328,913,990,"1,656",50,4,662,"1,102","11,259",115,354,"1,716",,398,796
2020-W23,2020,23,01/06/2020,"1,812","1,922","2,135",962,"17,275",273,"2,101","7,040","10,640",972,"11,144",125,499,735,73,"2,397",65,"2,682","1,490","7,808","2,017","4,908",343,963,984,"1,751",34,4,679,"1,171","12,090",112,364,"1,870",,663,809
2020-W24,2020,24,08/06/2020,"1,905","1,951","1,983","1,000","16,609",278,"2,211","6,742","10,650",979,"10,708",94,516,820,70,"2,288",57,"2,692","1,461","7,740","1,868","5,078",376,981,"1,003","1,721",40,4,730,"1,152","11,290",113,387,"1,800",,634,826
2020-W25,2020,25,15/06/2020,"1,824","1,930","2,022",948,"16,399",277,"2,354","6,938","10,705",889,"11,123",104,514,760,78,"2,071",61,"2,695","1,413","7,395","1,935","4,677",373,899,"1,068","1,670",31,4,739,"1,149","10,690",101,409,"1,777",,631,797
2020-W26,2020,26,22/06/2020,"1,973","1,904","2,082",984,"17,297",293,"2,181","7,400","11,379",927,"12,070",106,557,811,67,"2,263",47,"2,661","1,438","7,375","2,118","4,827",407,937,"1,021","1,674",34,2,683,"1,180","10,270",115,475,"1,865",,652,758
2020-W27,2020,27,29/06/2020,"1,775","2,138","2,111",996,"16,452",271,"2,671","7,841","10,280",969,"12,396",112,513,689,70,"2,314",69,"2,639","1,561","7,657","2,058","5,288",371,982,996,"1,565",35,9,699,"1,180","10,398",154,530,"2,315",,635,
2020-W28,2020,28,06/07/2020,"1,699","2,043","1,999",957,"16,168",276,"2,304","7,855","10,587",919,"11,484",110,467,703,73,"2,173",62,"2,619","1,383","7,309","2,230","4,899",328,973,944,"1,571",46,2,665,"1,174","9,927",137,458,"2,200",,657,
2020-W29,2020,29,13/07/2020,"1,862","1,846","1,989","1,026","16,532",283,"2,137","7,726","10,391",886,"10,923",106,522,764,73,"2,112",64,"2,528","1,443","7,505","2,647","4,727",352,948,"1,021","1,513",42,5,754,"1,114","10,093",146,454,"2,105",,553,
2020-W30,2020,30,20/07/2020,"1,819","1,987","2,088",944,"16,910",297,"2,235","7,942","10,819",974,"11,393",115,490,757,71,"2,152",62,"2,674","1,452","7,569","2,434","4,951",368,957,964,"1,540",35,3,730,"1,156","10,152",156,464,"2,276",,648,
2020-W31,2020,31,27/07/2020,"1,959","2,161","2,227",983,"17,415",307,"2,714","8,644","11,148","1,061","12,724",114,484,723,91,"2,359",64,"2,669","1,527","7,787","2,213","5,560",393,985,982,"1,547",35,5,745,"1,280","10,253",151,583,"2,203",,560,
2020-W32,2020,32,03/08/2020,"2,048","2,059","2,166",957,"17,488",295,"2,528","8,536","11,009",954,"12,115",89,497,726,93,"2,312",63,"2,640","1,433","7,952","2,077","5,317",369,"1,065",954,"1,571",37,7,738,"1,172","10,222",131,564,"1,953",,507,
2020-W33,2020,33,10/08/2020,"2,888","1,975","2,187",993,"19,696",297,"2,367","8,295","12,079",924,"12,410",99,520,746,99,"2,265",58,"3,209","1,607","8,070","1,937","5,272",392,963,977,"1,517",43,4,734,"1,230","10,583",112,578,"1,867",,477,
2020-W34,2020,34,17/08/2020,"2,224","1,911","2,104",995,"17,560",264,"2,361","8,012","10,766",920,"11,914",109,524,763,72,"2,222",81,"2,855","1,477","7,947","2,004","5,164",352,960,"1,016","1,578",34,6,746,"1,219","10,979",137,548,"1,720",,486,
2020-W35,2020,35,24/08/2020,"1,884","1,937","2,033",953,"16,642",300,"2,298","8,067","10,802",971,"11,761",110,472,721,61,"2,204",73,"2,733","1,500","7,443","2,071","5,218",341,"1,023",989,"1,486",28,5,698,"1,173","10,352",139,528,"1,348",,468,
2020-W36,2020,36,31/08/2020,"1,904","1,946","2,038",985,"16,734",284,"2,315","7,906","10,907",930,"11,262",95,476,673,86,"2,220",71,"2,690","1,523","7,557","2,054","5,074",370,969,979,"1,517",55,10,711,"1,167","9,005",148,461,"1,749",,493,
2020-W37,2020,37,07/09/2020,"1,825","1,912","2,089",984,"17,105",257,"2,274","8,182","11,487","1,000","11,627",124,479,729,73,"2,333",64,"2,740","1,568","7,703","2,227","5,024",392,"1,034","1,124","1,527",40,2,785,"1,259","11,158",124,475,"1,745",,490,
2020-W38,2020,38,14/09/2020,"2,013","1,849","2,220","1,082","17,544",315,"2,276","8,338","12,123",974,"11,821",100,486,721,87,"2,471",63,"2,720","1,569","8,231","2,121","5,067",420,963,"1,046","1,513",46,6,772,"1,243","10,784",131,481,"1,733",,464,
2020-W39,2020,39,21/09/2020,"1,935","1,844","2,392",974,"17,400",332,"2,156","8,290","11,161",961,"11,179",101,530,784,75,"2,459",80,"2,892","1,532","8,219","1,889","5,050",353,"1,042","1,089","1,563",37,7,740,"1,254","10,861",154,463,"1,439",,479,
2020-W40,2020,40,28/09/2020,"1,932","1,986","2,381",996,"17,594",304,"2,223","8,347","12,157","1,064","12,017",113,532,744,82,"2,562",84,"2,999","1,587","8,413","2,136","5,380",408,"1,135",977,"1,547",38,5,786,"1,243","11,444",149,434,"1,829",,424,
2020-W41,2020,41,05/10/2020,"2,075","2,084","2,609",938,"17,466",276,"2,214","8,807","12,126",970,"12,246",105,506,785,69,"2,563",71,"3,020","1,624","9,187","2,150","5,795",412,"1,071",984,"1,543",53,8,742,"1,334","11,359",147,505,"1,773",,509,
2020-W42,2020,42,12/10/2020,"2,162","2,157","2,946","1,008","17,725",314,"2,144","8,773","12,448","1,099","12,746",110,551,836,87,"2,752",62,"3,220","1,619","10,231","2,200","6,208",438,"1,204","1,074","1,612",47,2,713,"1,289","11,928",159,528,"1,825",,591,
2020-W43,2020,43,19/10/2020,"2,632","2,372","3,647","1,096","18,574",309,"2,223","9,712","13,955","1,136","14,547",117,570,845,93,"2,987",67,"3,449","1,780","12,364","2,220","6,506",507,"1,276","1,070","1,570",50,7,797,"1,492","12,292",183,569,"1,776",,"1,121",
2020-W44,2020,44,26/10/2020,"3,295","2,732","4,226",979,"18,577",270,"2,413","9,852","14,880","1,158","15,659",110,546,853,98,"3,184",89,"3,682","1,896","14,742","2,467","7,007",585,"1,362","1,132","1,691",55,8,788,"1,694","12,501",176,661,"2,026",,"1,273",
2020-W45,2020,45,02/11/2020,"3,704","3,236","4,238","1,026","19,064",290,"2,547","10,599","15,875","1,286","17,335",113,551,877,113,"3,548",84,"3,590","2,006","16,243","2,554","7,752",620,"1,437","1,043","1,673",50,8,774,"2,068","13,418",174,790,"2,146",,"1,485",
2020-W46,2020,46,09/11/2020,"3,444","3,948","3,852","1,097","19,753",293,"2,784","10,265","15,731","1,361","18,647",129,567,952,117,"3,961",95,"3,578","2,287","15,633","2,731","7,989",731,"1,411","1,025","1,868",54,7,778,"2,147","13,972",164,925,"2,405",,"1,372",
2020-W47,2020,47,16/11/2020,"3,190","4,407","3,424","1,082","20,202",319,"3,149","9,948","15,264","1,485","18,784",110,597,"1,099",126,"3,947",88,"3,330","2,414","14,827","2,703","8,367",719,"1,371","1,119","1,989",45,10,801,"2,155","14,276",200,956,"2,593",,"1,486",
2020-W48,2020,48,23/11/2020,"2,903","4,739","3,169","1,097","21,294",339,"3,297","9,764","14,966","1,484","18,887",133,610,"1,109",134,"4,066",93,"3,401","2,442","13,627","2,693","8,512",777,"1,425","1,108","1,959",35,11,768,"2,121","14,106",169,925,"2,010",,"1,386",
2020-W49,2020,49,30/11/2020,"2,708","4,753","3,100","1,105","22,661",343,"3,336","9,775","14,808","1,709","17,995",137,660,"1,238",110,"4,165",106,"3,520","2,550","12,981","2,843","8,599",797,"1,458","1,119","2,148",39,8,787,"2,175","13,956",167,988,"3,989",,"1,200",
2020-W50,2020,50,07/12/2020,"2,787","4,370","3,104","1,095","23,962",348,"3,115","9,694","14,773","1,757","17,482",154,705,"1,220",126,"4,087",100,"3,609","2,479","12,016","3,017","8,167",783,"1,553","1,106","2,117",46,7,838,"2,213","13,915",163,838,"3,864",,"1,022",
2020-W51,2020,51,14/12/2020,"2,751","3,945","3,242","1,273","24,726",343,"2,938","9,538","14,360","1,786","17,073",153,723,"1,371",105,"3,729",107,"3,901","2,264","11,677","2,917","7,421",711,"1,616","1,148","2,299",43,11,818,"2,185","14,625",196,768,"3,590",,965,
2020-W52,2020,52,21/12/2020,"2,622","3,242","3,214","1,212","25,499",359,"2,763","9,172","14,098","1,681","15,703",140,815,"1,395",117,"3,752",113,"3,853","2,131","12,124","2,792","7,422",681,"1,793","1,129","2,316",53,16,826,"2,117",,192,605,"3,045",,950,
2020-W53,2020,53,28/12/2020,"2,454","2,954","3,498","1,256","25,398",371,"2,678","9,418","14,655","1,515","15,926",169,743,"1,343",97,"3,437",89,"4,077","2,004","11,772","3,153","7,002",656,"2,062","1,174","2,374",46,6,832,"1,982",,166,,"3,205",,,
2021-W01,2021,01,01/01/2021,"2,468","2,587","3,791","1,232","24,729",378,"2,645","10,646","14,946","1,334","15,838",162,836,"1,179",101,"3,213",89,"3,905","1,962","11,464","3,816","6,633",598,"2,067","1,099","2,303",45,9,820,"1,876",,196,,"2,767",,,
2021-W02,2021,02,04/01/2021,"2,401","2,462","3,714","1,213","24,369",393,"2,488","12,099","14,911","1,352","15,845",119,815,"1,174",96,"3,200",84,"3,594","1,959","10,965","4,607","6,373",620,"2,095","1,121","2,281",56,5,862,"1,766",,174,,"2,554",,,
2021-W03,2021,03,11/01/2021,"2,435","2,494","3,556","1,269","23,974",404,"2,645","13,233","15,396","1,300","16,004",136,787,"1,082",89,"3,024",114,"3,648","2,009","11,011","5,032","6,800",586,"1,963","1,203","2,239",48,7,852,"1,738",,191,,"2,327",,,
2021-W04,2021,04,18/01/2021,"2,433","2,428","3,385","1,216","22,508",352,"2,619","12,931","15,001","1,239","15,303",156,779,"1,083",110,"2,832",90,"3,492","1,950","10,380","4,803","6,186",525,"1,943","1,152","2,062",41,4,839,"1,582",,169,,"1,238",,,
2021-W05,2021,05,25/01/2021,"2,273","2,346","3,247","1,205","21,559",350,"2,494","11,823","14,687","1,192",,146,755,963,94,"2,831",87,"3,422","1,868","9,880","3,949","6,081",525,"1,926","1,097","1,845",41,7,782,"1,408",,,,"2,455",,,
2021-W06,2021,06,01/02/2021,"2,226","2,331","3,387","1,112","20,781",375,"2,458","10,587","14,414","1,145",,117,696,983,89,"2,826",84,"3,289","1,759","9,918","3,366","5,731",432,"2,020","1,055","1,859",46,5,793,"1,377",,,,"2,313",,,
2021-W07,2021,07,08/02/2021,"2,310","2,447","3,450","1,061","20,269",345,"2,525","9,691","14,370","1,089",,133,679,917,93,"2,844",82,"3,299","1,722","10,108","2,852","5,737",425,"1,884","1,153","1,831",55,6,740,"1,268",,,,"2,315",,,
2021-W08,2021,08,15/02/2021,"2,141","2,542","3,578",969,"18,766",402,"2,664","9,196","13,580","1,036",,120,660,774,86,"3,034",107,"2,974","1,666","9,864","2,528","4,156",466,"1,725","1,121","1,796",46,5,737,"1,266",,,,"1,444",,,
2021-W09,2021,09,22/02/2021,"2,005","2,696","3,867",974,"18,260",418,,"8,636","13,164",,,114,594,853,89,"3,085",107,"2,892","1,584","10,054","2,345",,436,,"1,075","1,649",45,5,676,"1,219",,,,,,,
2021-W10,2021,10,01/03/2021,"2,149","2,971","3,910","1,051","18,458",419,,"8,445","13,023",,,109,603,893,114,"3,553",104,"3,018","1,748","10,698","2,134",,436,,"1,032","1,793",40,2,729,"1,232",,,,,,,
2021-W11,2021,11,08/03/2021,"2,092","3,323","3,635",966,"18,165",421,,"8,196","13,133",,,114,624,814,,"3,855",89,"2,835","1,690","11,403","2,102",,433,,"1,069","1,670",41,6,697,"1,099",,,,,,,
2021-W12,2021,12,15/03/2021,"2,095","3,611",,"1,029","18,282",397,,"8,004","12,797",,,89,578,822,,"3,872",,"2,828","1,646","12,410","2,050",,,,"1,002","1,696",,2,720,"1,079",,,,,,,
2021-W13,2021,13,22/03/2021,"2,200","3,955",,971,"18,447",410,,,"13,086",,,54,594,761,,,,"2,929",,"13,099","2,119",,,,"1,018","1,628",,5,587,969,,,,,,,
2021-W14,2021,14,29/03/2021,"2,147","3,694",,966,"18,838",393,,,"12,365",,,,,883,,,,,,"12,431","1,983",,,,982,"1,640",,3,,,,,,,,,
2021-W15,2021,15,05/04/2021,,"3,632",,"1,019","19,341",380,,,,,,,,,,,,,,,,,,,688,"1,392",,,,,,,,,,,
2021-W16,2021,16,12/04/2021,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
